id,split,stratum,problem_type,question_length,answer_sign,answer_magnitude
train-000326,train,gt512|positive|d1|geometry,geometry,753,positive,d1
train-000327,train,129_256|positive|d1|geometry,geometry,177,positive,d1
train-000328,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,289,positive,d2
train-000329,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,345,positive,d2
train-000330,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,384,positive,d3
train-000331,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,169,positive,d3
train-000332,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,368,positive,d2
train-000333,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,306,positive,d3
train-000334,train,gt512|positive|d3|combinatorics_probability,combinatorics_probability,692,positive,d3
train-000335,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,414,positive,d2
train-000336,train,257_512|positive|d2|algebra,algebra,290,positive,d2
train-000337,train,129_256|positive|d1|number_theory,number_theory,163,positive,d1
train-000338,train,le128|negative|d1|algebra,algebra,78,negative,d1
train-000339,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,156,positive,d2
train-000340,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,160,positive,d2
train-000341,train,129_256|positive|d1|geometry,geometry,209,positive,d1
train-000342,train,gt512|positive|d4_5|geometry,geometry,519,positive,d4_5
train-000343,train,129_256|positive|d2|geometry,geometry,186,positive,d2
train-000344,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,388,positive,d2
train-000345,train,129_256|positive|d3|algebra,algebra,248,positive,d3
train-000346,train,129_256|positive|d2|geometry,geometry,138,positive,d2
train-000347,validation,129_256|negative|d3|algebra,algebra,192,negative,d3
train-000348,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,238,positive,d4_5
train-000349,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,157,positive,d1
train-000350,train,257_512|positive|d2|geometry,geometry,362,positive,d2
train-000351,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,113,positive,d2
train-000352,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,312,positive,d4_5
train-000353,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,46,positive,d2
train-000354,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,252,positive,d4_5
train-000355,train,gt512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,974,positive,d2
train-000356,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,188,positive,d2
train-000357,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,204,positive,d2
train-000358,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,352,positive,d3
train-000359,train,257_512|zero|d1|algebra,algebra,281,zero,d1
train-000360,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,278,positive,d1
train-000361,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,86,positive,d2
train-000362,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,170,positive,d3
train-000363,validation,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,54,positive,d3
train-000364,train,257_512|positive|d4_5|number_theory,number_theory,400,positive,d4_5
train-000365,train,129_256|positive|d2|number_theory,number_theory,179,positive,d2
train-000366,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,189,positive,d2
train-000367,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,251,positive,d1
train-000368,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,251,positive,d2
train-000369,train,257_512|positive|d3|combinatorics_probability,combinatorics_probability,390,positive,d3
train-000370,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,76,positive,d1
train-000371,train,le128|positive|d1|algebra,algebra,104,positive,d1
train-000372,train,le128|positive|d4_5|algebra,algebra,111,positive,d4_5
train-000373,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,86,positive,d1
train-000374,train,gt512|positive|d4_5|number_theory,number_theory,647,positive,d4_5
train-000375,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,48,positive,d4_5
train-000376,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,167,positive,d2
train-000377,train,le128|negative|d1|arithmetic_word_problem,arithmetic_word_problem,75,negative,d1
train-000378,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,257,positive,d2
train-000379,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,436,positive,d2
train-000381,train,129_256|negative|d1|geometry,geometry,176,negative,d1
train-000382,train,129_256|positive|d4_5|algebra,algebra,200,positive,d4_5
train-000383,validation,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,25,positive,d2
train-000384,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,45,positive,d1
train-000385,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,162,positive,d1
train-000386,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,229,positive,d2
train-000387,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,217,positive,d4_5
train-000388,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,368,positive,d2
train-000389,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,253,positive,d1
train-000390,train,129_256|positive|d2|geometry,geometry,176,positive,d2
train-000391,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,200,positive,d1
train-000392,train,257_512|positive|d1|geometry,geometry,303,positive,d1
train-000393,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,205,positive,d2
train-000394,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,128,positive,d2
train-000395,train,129_256|positive|d2|geometry,geometry,159,positive,d2
train-000396,train,129_256|positive|d1|geometry,geometry,195,positive,d1
train-000397,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,198,positive,d1
train-000398,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,142,positive,d2
train-000399,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,180,positive,d2
train-000400,train,129_256|positive|d4_5|algebra,algebra,201,positive,d4_5
train-000401,validation,129_256|positive|d2|geometry,geometry,174,positive,d2
train-000402,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,402,positive,d2
train-000404,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,499,positive,d1
train-000405,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,290,positive,d3
train-000406,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,181,positive,d1
train-000407,train,le128|positive|d1|geometry,geometry,100,positive,d1
train-000408,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,169,positive,d2
train-000409,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,163,positive,d2
train-000410,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,299,positive,d1
train-000411,train,le128|zero|d1|number_theory,number_theory,127,zero,d1
train-000412,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,143,positive,d1
train-000413,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,337,positive,d2
train-000414,train,gt512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,630,positive,d4_5
train-000415,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,121,positive,d2
train-000416,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,137,positive,d2
train-000417,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,275,positive,d2
train-000418,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,164,positive,d1
train-000419,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,176,positive,d2
train-000420,train,129_256|positive|d3|number_theory,number_theory,176,positive,d3
train-000421,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,282,positive,d3
train-000422,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,131,positive,d1
train-000423,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,326,positive,d2
train-000424,train,le128|positive|d1|algebra,algebra,112,positive,d1
train-000425,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,153,positive,d2
train-000426,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,84,positive,d1
train-000427,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,197,positive,d2
train-000428,train,129_256|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,140,positive,d6_plus
train-000430,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,420,positive,d1
train-000431,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,200,positive,d3
train-000432,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,193,positive,d1
train-000433,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,191,positive,d1
train-000434,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,200,positive,d4_5
train-000435,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,247,positive,d2
train-000436,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,193,positive,d1
train-000437,train,129_256|positive|d2|geometry,geometry,225,positive,d2
train-000438,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,203,positive,d1
train-000439,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,332,positive,d2
train-000440,validation,129_256|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,163,positive,d6_plus
train-000441,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,161,positive,d2
train-000442,validation,257_512|positive|d3|algebra,algebra,352,positive,d3
train-000443,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,78,positive,d4_5
train-000444,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,77,positive,d2
train-000445,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,315,positive,d3
train-000446,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,359,positive,d2
train-000447,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,319,positive,d1
train-000448,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,225,positive,d3
train-000449,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,285,positive,d2
train-000450,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,162,positive,d4_5
train-000451,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,78,positive,d1
train-000452,train,gt512|positive|d2|combinatorics_probability,combinatorics_probability,752,positive,d2
train-000453,train,129_256|positive|d3|geometry,geometry,236,positive,d3
train-000454,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,220,positive,d3
train-000455,train,257_512|positive|d4_5|combinatorics_probability,combinatorics_probability,368,positive,d4_5
train-000456,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,344,positive,d2
train-000457,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,367,positive,d1
train-000458,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,280,positive,d1
train-000459,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,85,positive,d1
train-000460,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,232,positive,d2
train-000462,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,245,positive,d2
train-000463,train,257_512|positive|d3|combinatorics_probability,combinatorics_probability,361,positive,d3
train-000465,train,129_256|positive|d1|geometry,geometry,181,positive,d1
train-000466,train,129_256|positive|d2|geometry,geometry,183,positive,d2
train-000467,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,398,positive,d3
train-000468,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,260,positive,d2
train-000469,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,124,positive,d1
train-000470,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,224,positive,d2
train-000471,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,224,positive,d2
train-000472,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,314,positive,d4_5
train-000473,train,129_256|positive|d3|number_theory,number_theory,237,positive,d3
train-000474,train,gt512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,555,positive,d2
train-000475,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,173,positive,d2
train-000476,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,136,positive,d1
train-000477,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,473,positive,d2
train-000478,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,284,positive,d2
train-000479,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,129,positive,d4_5
train-000480,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,342,positive,d3
