id,decision,reason_codes,problem_type,question_length,length_bucket,answer_sign,answer_magnitude,has_unit,is_hard_type,template_sha256,leaderboard_near_score,leaderboard_match_id
train-000174,eligible,,arithmetic_word_problem,54,le128,positive,d1,False,False,097ec7455d75485fb89a3c9004e3eeadc4da26c87cdafbe850b2fa1214070ad5,,
train-000175,eligible,,arithmetic_word_problem,100,le128,positive,d3,False,False,442fb170a883d70006bf9d890c6ae2febec885dca867839d8d1176e8ead4232a,,
train-000177,exclude,phase1_evaluation_id,algebra,313,257_512,positive,d1,False,False,bbcdce6dcc2dcad333fa4d1c66534b73468e6156f0698f7aec2cf42b320298a1,,
train-000178,exclude,phase1_evaluation_id,arithmetic_word_problem,146,129_256,positive,d2,False,False,7ba123cb58b09d2fa550b39738a00860c200ba30ea29fc080e6617cbfe7dbfca,,
train-000179,eligible,,arithmetic_word_problem,105,le128,positive,d1,False,False,cc030d7de26bc4a42a8d2331357f6909cecac4d497d2132e9706ad81f2d5ae18,,
train-000180,eligible,,arithmetic_word_problem,210,129_256,positive,d2,False,False,a0e697d716581d56440e6efa7d911c4be661cfd47d5404e391f3a13b1cefa41f,,
train-000181,eligible,,algebra,307,257_512,positive,d3,False,False,949931ae6a1614a8cd6c4bc1377895379e22e18f5b2a7fd1f3158f5a9c185ba8,,
train-000182,eligible,,arithmetic_word_problem,333,257_512,positive,d1,False,False,afaddc18517b4026830381500d886288ccbf661c16ffe7f4041d055710de40bb,,
train-000183,eligible,,number_theory,404,257_512,positive,d2,False,True,17b50ed418cbc73dd0c3419b418e0ca45858f67cfc17a3978435822a37f13de9,,
train-000184,eligible,,geometry,46,le128,positive,d3,False,True,097c3545ca435e47b008d77785fde01a2b6c903795d85787534e279c98854b9c,,
train-000185,eligible,,arithmetic_word_problem,436,257_512,positive,d2,False,False,43f0e83f7cb52b8631a64748cca97e4cdd513a4ee57964ce7c7cd36b9786bfca,,
train-000186,eligible,,arithmetic_word_problem,278,257_512,positive,d2,True,False,655d8a2ee38eec5a6a12a44a4f6985290970e113e1dd2fa7f3b93155bc67075e,,
train-000187,eligible,,arithmetic_word_problem,67,le128,positive,d1,False,False,ec75c304c5dd4b089679313ee874e764200080acf68d11ffa4323cb92689f95a,,
train-000188,exclude,phase1_evaluation_id,arithmetic_word_problem,55,le128,positive,d1,False,False,5e90b853308e73d3ca26eb09089c0e888020bb40c913063730a6bdf97ff0c18f,,
train-000190,eligible,,combinatorics_probability,293,257_512,positive,d1,False,True,ac11916f39aa6d693bde94fdefcb89c07e340938d9561121553841f979dd3aaf,,
train-000191,eligible,,algebra,88,le128,positive,d1,False,False,02c6b042594b04f1ef904247800b4b2ead275f58d220bdcce4e251c8222eef51,,
train-000192,eligible,,arithmetic_word_problem,432,257_512,positive,d4_5,True,False,194162c70a81b648cfda347926f00650810692a59bbc4fba73f5f1f3a42b8e62,,
train-000193,exclude,phase1_evaluation_id,arithmetic_word_problem,65,le128,positive,d3,False,False,74aeed741de3304f2e50228798540d4adbdb611f72a663f3d9a9138a19f0b34d,,
train-000194,eligible,,arithmetic_word_problem,287,257_512,positive,d1,False,False,181d808a837eef2d2330f5519fb402f8a8b19ed3591d7edcf36c9182537534fa,,
train-000195,eligible,,arithmetic_word_problem,145,129_256,positive,d2,False,False,691776efd704088ec958c6df64f5a0675307fee2cc67c1741acebdb42ccb9291,,
train-000196,exclude,phase1_evaluation_id,algebra,439,257_512,positive,d1,False,False,3a47299be07ed6a0ff198ce1388a0687f2014ef7cbb2b7da42d6195092e8bffd,,
train-000197,eligible,,geometry,238,129_256,positive,d4_5,False,True,673f9c0f00743365e73a4fc1bad2d5e8c25b6444b55d6d228aca24b38b5fa16a,,
train-000198,eligible,,arithmetic_word_problem,156,129_256,positive,d3,False,False,e34f57dc6d3a6664d4096bca95b3593a3a341b1838d2160cba48cd66285fec3f,,
train-000199,eligible,,arithmetic_word_problem,200,129_256,positive,d2,True,False,f10fe9e3840711e27ea90acde0173e204175beb23202c834d1f30c4c14c10820,,
train-000200,eligible,,arithmetic_word_problem,106,le128,positive,d1,False,False,1d130e3c6320f279465807d191e56c5d3e76fa0e505604fc91e5e68e82d57c92,,
train-000201,eligible,,arithmetic_word_problem,161,129_256,positive,d4_5,True,False,f16a4160b0a1c8062cb803d68eb3af5d413d950d7e1deb9e3350bf8a98abe639,,
train-000202,exclude,phase1_evaluation_id,number_theory,207,129_256,positive,d3,False,True,0932f551a646fc87fa50071db533edc68e03a485be28de5798d0d86a12637b41,,
train-000203,eligible,,arithmetic_word_problem,230,129_256,positive,d1,False,False,87f37672200ea776ea2226489e0da7a4ed9000ce2de354df694131b6fb0a1a97,,
train-000204,eligible,,arithmetic_word_problem,243,129_256,positive,d3,False,False,2687c90e01c77d80c3b2b84a5127357fb194e5ba2c7aa89a3aa677d453a7e2af,,
train-000205,eligible,,arithmetic_word_problem,230,129_256,positive,d2,True,False,06452c4aad998c1f82e68efe69b03af3357625be52ecc12a1b313eed5e75bc48,,
train-000206,eligible,,arithmetic_word_problem,182,129_256,positive,d2,True,False,57b1c959022009845e1fda895fecf45bd70ee5ee215c2ebbdf27946d774c54e7,,
train-000207,eligible,,arithmetic_word_problem,68,le128,positive,d1,False,False,9af2972e8c0200c7de222739b607eedcc78442d2e9668b1c1e6d721d6b4aff12,,
train-000208,eligible,,arithmetic_word_problem,105,le128,positive,d3,False,False,a67f531c10c7dae9ae4cc124cfda1e228af66eb6b4eb1002ce7d0741f16010d1,,
train-000209,eligible,,arithmetic_word_problem,221,129_256,positive,d4_5,True,False,1769ae99eec64e99aedba34cfc86f1671d45df3f853115e99d756089eace9d2d,,
train-000210,exclude,phase1_evaluation_id,arithmetic_word_problem,183,129_256,positive,d1,False,False,ba61023724244706bbb6866ffc1c7906023b051ee87e0d80631b2cbf44f528fe,,
train-000211,exclude,phase1_evaluation_id,arithmetic_word_problem,237,129_256,positive,d3,True,False,043b3dae446761a5a51048e9e80588be37c7a0bf189eab95363013dde586637c,,
train-000212,exclude,phase1_evaluation_id,algebra,172,129_256,negative,d1,False,False,65459905a9c8ae7e5bd51abea737273803e331ed63e4bfe2d6c31520c83032de,,
train-000215,eligible,,arithmetic_word_problem,298,257_512,positive,d3,True,False,c44e1d618484e3a9ad018fdccce0a2a5b29ab3ca354bd6f79402d903d27660f8,,
train-000216,eligible,,arithmetic_word_problem,313,257_512,positive,d2,True,False,a05748974b3f21c58ae5a78d3403689b4c6b1778c6e7465e701e3a21d48d402c,,
train-000217,eligible,,geometry,164,129_256,positive,d3,False,True,4d8cfa6d73e3ca89f9f488658b1b8d720870aa74260c7d7e391bdf92759c1ff4,,
train-000218,eligible,,arithmetic_word_problem,377,257_512,positive,d1,False,False,56e68c819fa33995c413055a6ce2c1b063d15120a38dd8ff471bef191f67fe4a,,
train-000219,eligible,,arithmetic_word_problem,364,257_512,positive,d4_5,False,False,883aa207225ca9240ee259677c63b2119f9020626792e8fb714caf2a15f9ce15,,
train-000220,eligible,,arithmetic_word_problem,224,129_256,positive,d3,True,False,50a1add21d2434aa43a8341bde73e2c6c52204daeeadc15baac698a3902cfe9b,,
train-000221,phase2_local_holdout,phase2_local_holdout_excluded_from_sft,arithmetic_word_problem,563,gt512,positive,d4_5,True,False,4843a9881921877540d8de12ac4289389872d217b16c6a62a47e686ecfc3e64d,,
train-000223,eligible,,arithmetic_word_problem,159,129_256,positive,d3,False,False,45b9b8c77d7b03be961edd93e975778b10ddb594a4669012d7dabaffb256d02d,,
train-000224,exclude,phase1_evaluation_id,geometry,337,257_512,positive,d2,False,True,e7451a8e4caa885fd8ee11ff34b68da3c2e42ccf44e0f7301603bf378fbdf59b,,
train-000225,exclude,phase1_evaluation_id,arithmetic_word_problem,468,257_512,positive,d2,True,False,6dfa7c6ff7c407876d9b30a0bba69859f9f74b7641928f7d987a7618aa13ff30,,
train-000226,eligible,,geometry,170,129_256,positive,d1,False,True,c51b009af7fbddffdec97495522e0319378ed463205c8c351215ffbd60c9b955,,
train-000227,eligible,,arithmetic_word_problem,284,257_512,positive,d2,False,False,fb5ac597bf24c24e4ee91e28d8a4b2b902b2e4899c30f7f59abae96326cda4e8,,
train-000228,eligible,,number_theory,131,129_256,positive,d3,False,True,4da42e4c710e94eeb84250aab678fb543936644accda30f60b5d88c937c4b8a7,,
train-000229,eligible,,arithmetic_word_problem,126,le128,positive,d2,True,False,a7c21845ea7e6bf589b691153580f3592679569684dd144bc3ce7ae35a3b4abb,,
train-000230,eligible,,arithmetic_word_problem,276,257_512,positive,d2,False,False,2be4f2d43ef7e49394a955b5988752dbd46691693a047e71ca27bcdc99b53df9,,
train-000231,exclude,phase1_evaluation_id,geometry,136,129_256,negative,d1,False,True,e2b0e6ac83f1245924f8e09e08f7e711db2c9f3ad45ec893ab5fcf5238c32fbd,,
train-000232,eligible,,algebra,481,257_512,positive,d2,False,False,2caceb9a19ba38a8886c8904898cde63649263a0ac19f66e6b8c3b069dcc8e86,,
train-000233,eligible,,arithmetic_word_problem,249,129_256,positive,d2,True,False,3efd7f1af8688bed439a6353e7f7c4d8a7f602f216a929b786b790c435e4172a,,
train-000234,exclude,phase1_evaluation_id,arithmetic_word_problem,80,le128,positive,d1,False,False,ecdab4d82821c9bf66783d7482ae48557e434529aa99bc2a3b06967e1cb18947,,
train-000235,eligible,,combinatorics_probability,93,le128,positive,d3,False,True,16558ca2b3ac57abaaba121828dac8d6b290d432bba3d8d9dbae7935de70d3fa,,
train-000236,eligible,,arithmetic_word_problem,211,129_256,positive,d2,True,False,934f04d006835e5ac9dfdb61d004fed6fe865ce7998152927a12619513c13bb9,,
train-000237,exclude,phase1_evaluation_id,arithmetic_word_problem,505,257_512,positive,d2,False,False,b44afcf6fa20095be067251acf9cabe8169146a311e62ca3f6761f291534e4ea,,
train-000238,eligible,,arithmetic_word_problem,129,129_256,positive,d2,True,False,f1684bbba65557738bac08454351299d526389cea462ca7f2cb8677a308592f3,,
train-000239,exclude,phase1_evaluation_id,arithmetic_word_problem,126,le128,positive,d2,False,False,a99b827b30718a1d41c110c57fe0f49620d9de3d841b1d4be0454b34173b2c93,,
train-000240,eligible,,arithmetic_word_problem,268,257_512,positive,d2,True,False,14475ab9e3671355e2600827019f2683feecb481559a9c31c8560b39806f0740,,
train-000241,eligible,,arithmetic_word_problem,122,le128,positive,d4_5,False,False,19ca2f5f87715300bf6c23cb4bce84c4b6c9a9e5cfab6f8b5872aac24b111233,,
train-000242,exclude,phase1_evaluation_id,geometry,610,gt512,positive,d1,False,True,9a9374361f0ce22df00ce6efd65b9239374142ee0f10b7b21592feba289db0b7,,
train-000243,eligible,,arithmetic_word_problem,180,129_256,positive,d2,True,False,4ce5be06a53e152f0e38c3a6a99f1ead61b60d0122d8cbe99f680f55d12c425a,,
train-000244,eligible,,arithmetic_word_problem,244,129_256,positive,d2,False,False,ad6343bebbf4ddeeeaab6dfb16a608caf990d2b1f98ac1d723722a413f62c35a,,
train-000245,eligible,,arithmetic_word_problem,110,le128,positive,d4_5,False,False,698d40846ff118874ceaebfc2a43c1e6fbcde93d63f0aff85de4f289edd0df4a,,
train-000246,exclude,phase1_evaluation_id,geometry,160,129_256,positive,d2,False,True,1b9004950935650804314df4c1f92bad1b6dcbc42aa26748d294a532db02e078,,
train-000247,eligible,,arithmetic_word_problem,228,129_256,positive,d3,True,False,87512636c1ced93b1eb0d0bb6f6b3b6d8b329e74fd293849b28111f2f0b876a2,,
train-000248,eligible,,geometry,357,257_512,positive,d4_5,False,True,479dae7d1e2707a90f34fe4b0d5b76b73cb46086bdea88b2285a1a20be46d145,,
train-000249,eligible,,arithmetic_word_problem,169,129_256,positive,d3,False,False,b86ec71d38f20b1ea03adf7be34bdceb6326dec3f3042568d6bb1db5baf41d1e,,
train-000250,eligible,,arithmetic_word_problem,256,129_256,positive,d1,False,False,80439804674d5a11108538f9535a595439d2e761fa065ad1725e8c510916e569,,
train-000251,eligible,,arithmetic_word_problem,144,129_256,positive,d1,False,False,c0757999f3e30f91c0c1f843ef39a782ffc62750d1b7ff46709a24e35bedeee8,,
train-000252,eligible,,geometry,210,129_256,positive,d1,False,True,827973b29bf0f6af41c6b0c33808f349cbb57d8eaa6702d2e53ca42dd334e40c,,
train-000253,eligible,,arithmetic_word_problem,388,257_512,positive,d2,True,False,8cf6a3dd8b03163fdb34f803c768a33deb3628ab91818c1e90ae0a4ada889b0a,,
train-000254,eligible,,arithmetic_word_problem,235,129_256,positive,d2,False,False,8824cdf7728d399c703dd764f8c4ed21c56ff6721e96a5d9bc51a32a92aa8245,,
train-000255,eligible,,arithmetic_word_problem,221,129_256,positive,d3,False,False,fa0dd191994ba57df0d4f23e1437ce6214f5f9429afb1700b7fbc9ee147cea51,,
train-000257,exclude,phase1_evaluation_id,arithmetic_word_problem,194,129_256,positive,d3,False,False,ea411133e16fbcdf5266e769214c1894234cd3ffe42c5e02ae276117de2d1169,,
train-000258,eligible,,arithmetic_word_problem,187,129_256,positive,d2,True,False,d9077fd8c7db222cdf443b8ab7d2d605c5257416c000cf0811b9e78ad803f881,,
train-000259,eligible,,arithmetic_word_problem,91,le128,positive,d4_5,False,False,ed1497b8571d016d9f6e9252aebd9de37562d2403d49c8920fe1d8236f45732a,,
train-000260,eligible,,algebra,589,gt512,positive,d2,False,False,b57bd75455c727b506b71fda4bc16c5115c715b27a1fee10240d8cb46eef8521,,
train-000261,eligible,,arithmetic_word_problem,163,129_256,positive,d2,False,False,2551deb1dd40f02d8922777559df9a5195fe8dfac33f589469d31fe2173faab0,,
train-000262,eligible,,arithmetic_word_problem,603,gt512,positive,d1,False,True,db0b3b764b063f555976bc7aebae01799de8a181c2bffd8ab318d671bba1548a,,
train-000263,exclude,phase1_evaluation_id,arithmetic_word_problem,180,129_256,positive,d2,True,False,265a43a8513284f713248689ee4a1aa78e096fffb153edc3bdec52861ff3f70d,,
train-000264,exclude,phase1_evaluation_id,arithmetic_word_problem,257,257_512,positive,d2,True,False,3e62ac12772e02bfef4384394a4963bd6de34d59e288469743b4eccb290792c1,,
train-000265,eligible,,combinatorics_probability,246,129_256,positive,d2,False,True,65f78bbe1eb2e5156457078d3276b7812c9eb8adbb631d0a5c722fa1c23254e3,,
train-000266,eligible,,arithmetic_word_problem,203,129_256,positive,d3,True,False,b32c1dc7d218f935121afb34c8de99ef2891686f4f0375fffde055a89a647bfc,,
train-000267,eligible,,arithmetic_word_problem,343,257_512,positive,d1,True,False,3b02487cd896bfa04b491d01d06879486dcdb05fbf81d7321d54d7f3f06e8d8d,,
train-000268,eligible,,arithmetic_word_problem,208,129_256,positive,d3,False,False,a5845d0e1eceb65d178b964ca55b08e6a093938fdfc9daee0e2c0ce5a900f621,,
train-000269,eligible,,arithmetic_word_problem,256,129_256,positive,d4_5,True,False,c634e0eb587a8fbf4f6286fc738e9f1f8b3d4f700e37fcab8442b887093e3e05,,
train-000270,exclude,phase1_evaluation_id,arithmetic_word_problem,291,257_512,positive,d1,False,False,ef96b2627c550efb18809a4fa29723b588a5e73231acd6218c385ff5810537e0,,
train-000271,eligible,,arithmetic_word_problem,327,257_512,positive,d3,False,False,ad277f8a63b49af3f606d37404ba50a9ad46875322da5a0f9634d52f427eaf05,,
train-000272,eligible,,algebra,132,129_256,negative,d1,False,False,b9c1b5246f54c05e3dd523234f1797ca12e8e1be04c4d1ac1773eee22f456ae8,,
train-000273,eligible,,geometry,218,129_256,positive,d1,False,True,0016750ee8c72715663a8779663ae972129cc956b8ac1dc59b26a71833dd5466,,
train-000274,eligible,,arithmetic_word_problem,180,129_256,positive,d1,True,False,bf29f028251f48b512c8f435b622bfb5ec830919624c2121d8fdb1057a86d261,,
train-000275,eligible,,arithmetic_word_problem,357,257_512,positive,d3,True,False,016c7168c8ea7d697401e2bff1bf40bdc9d3565424db7d58255258472f1fac85,,
train-000276,exclude,phase1_evaluation_id,arithmetic_word_problem,568,gt512,positive,d1,False,False,cbbdc90377ebe42aedf74e257de56ff53ac892d74570d897dad2c2797c48286f,,
train-000277,eligible,,arithmetic_word_problem,215,129_256,positive,d4_5,True,False,4c1e74e25ee3db54fc664d4991ab500f3e3dc3c97c5d166de5bd0522a93673e6,,
train-000278,eligible,,arithmetic_word_problem,373,257_512,positive,d3,False,False,b615391add6cce646a97b17b01c5192d4c99bd2a90ea2e4f90e51562d2cf42b6,,
train-000279,eligible,,geometry,238,129_256,positive,d2,False,True,aa44884d9b1e25f2ec311551c29c90ff3f634d84de9bce28c7e0566d0aebffcd,,
train-000280,exclude,phase1_evaluation_id|internal_template_duplicate,number_theory,57,le128,positive,d1,False,True,c275a6b6aff158dbe2009cd7e0cdb4708bbed9c4b10fc77557eb870e999fd382,,
train-000281,eligible,,arithmetic_word_problem,127,le128,positive,d2,False,False,bbb66259ba2df3644edcd4b82c65d5fcf094f18cd861d84c9d62768fd031072e,,
train-000282,exclude,phase1_evaluation_id,arithmetic_word_problem,140,129_256,positive,d3,False,False,9da2039078aca6a9a6c3f8ba25385170923f5215334bb9f1fec0a04f968864c5,,
train-000283,eligible,,arithmetic_word_problem,220,129_256,positive,d3,False,False,eb2889ad2df3a42a1c2131078b06834e74bdb52b9a7c29bb9109c60b61f61d75,,
train-000284,eligible,,arithmetic_word_problem,97,le128,positive,d4_5,False,False,ea85c0316f0cb02f9a17c4f7df65d3c8c68408f5a50c2e6d094e13ea9b549da2,,
train-000286,eligible,,arithmetic_word_problem,59,le128,positive,d1,False,False,4208d2b5eded7bb199783acb191859592f5d2d842b62e180348be76965d2607f,,
train-000287,eligible,,arithmetic_word_problem,145,129_256,positive,d3,False,False,26cbf8799ebea3006fc2c137fc0316c44add9b8ba9a42b583d5a760a36de2a4f,,
train-000288,eligible,,geometry,201,129_256,positive,d2,False,True,2992cd9274c55e083ba001c7930d16de1038c3dd7eb7f8a85152c30d0d90a3df,,
train-000289,exclude,phase1_evaluation_id,algebra,138,129_256,positive,d1,False,False,99718c29e60f321039456be0d3134695a4376fadfab446e614bd8fe735589762,,
train-000290,exclude,phase1_evaluation_id,geometry,134,129_256,positive,d4_5,True,True,fce965e787ca9412a8ff7592a0501809de36f9cd040d5acdbe28bf53e1294716,,
train-000291,exclude,phase1_evaluation_id,arithmetic_word_problem,333,257_512,positive,d3,False,False,c94d7988d994412cf3388de76e9e5d056cf8efe77dcd6ab5cd09b0ad1e0b01e4,,
train-000292,exclude,phase1_evaluation_id,algebra,252,129_256,positive,d1,False,False,4a331bdc88c8f538a651312a8925b3b1154295d8f950f3b2d8b54bced99163de,,
train-000293,eligible,,algebra,122,le128,positive,d1,False,False,59a36b2a7fb0f9a10eb04c264e7e1fe5ba59b16d9c3e50b1e7af431c328d6701,,
train-000295,exclude,phase1_evaluation_id,arithmetic_word_problem,213,129_256,positive,d4_5,True,False,a70022aaaad8dad4506e2987550734e3654aa0091a795a8df5592f22849fbd8f,,
train-000296,eligible,,arithmetic_word_problem,196,129_256,positive,d1,False,False,489d65eff03bbaa1f53957e0c9b67a9692d5bd4042f63866bc3924b361bc6234,,
train-000297,eligible,,arithmetic_word_problem,210,129_256,positive,d1,False,False,707333ead8556d5eea4bbacba7723fdf6487e7becb1a0f59a12a5e7c3b5e0e39,,
train-000298,eligible,,arithmetic_word_problem,298,257_512,positive,d2,False,False,4791cdb42c9eeda8c24f5e873e4a88df181d6d4ea381658becfd1aec5163fd6c,,
train-000299,eligible,,arithmetic_word_problem,38,le128,positive,d3,False,False,bee7c11bc811f0467b83de32dc57fed9e0a921ea1c45d967fa78d3e7594d5e7d,,
train-000300,eligible,,arithmetic_word_problem,186,129_256,positive,d4_5,True,False,61d7affe526960ed542041df6f463ac28c3c36886aa125a9797d0d6ea98a139b,,
train-000301,eligible,,geometry,332,257_512,positive,d3,False,True,18ea0e4ce64d55bc8c9cabdad0b4288dc02f771a98349808d6bf18140c050c0e,,
train-000302,eligible,,arithmetic_word_problem,127,le128,positive,d1,False,False,d271b5f9cb750815922c3db55c7001cad2362986da775c1cca4a3ba69da33906,,
train-000303,eligible,,arithmetic_word_problem,171,129_256,positive,d1,False,False,5bc562943b8006e00dd457f733a6e6e2e4bc431fdbf39289a276fff72d961cb7,,
train-000304,exclude,phase1_evaluation_id,arithmetic_word_problem,163,129_256,positive,d3,False,False,e9d97eb637aeb7ca26fd9a56147e35a7ae9d564db4717637c0e88d799c73f3c8,,
train-000305,eligible,,arithmetic_word_problem,157,129_256,positive,d1,True,False,f7cda103bc8997cf7d1b1199d34b2ac7d5dc984451739312bd24331d1b8c757f,,
train-000306,exclude,phase1_evaluation_id,arithmetic_word_problem,143,129_256,positive,d1,False,False,36cd0bb710c1d443bbbfdd9b6b1a23a27915f789a14030485c71df4e61ea5212,,
train-000307,eligible,,arithmetic_word_problem,269,257_512,positive,d1,False,False,46f480181670fb5f2bef3068abf1124ad5711b83cccf97030c4681658c2f4dfd,,
train-000308,eligible,,arithmetic_word_problem,180,129_256,positive,d3,False,False,9a902d2658b3e0d55b7832d1cd1c4093d5d3d52336685bcc524c3be64bff89a9,,
train-000309,eligible,,arithmetic_word_problem,114,le128,positive,d2,False,False,bc3b5990caf6cb260268a22a335fc7dc692b073452cbd3a9d2f6c30b62459c09,,
train-000310,eligible,,arithmetic_word_problem,211,129_256,positive,d1,True,False,e8810154c2a67c07c680b94e298fd990ac8e02f148888ebf87e1c77d04336b87,,
train-000311,eligible,,geometry,181,129_256,positive,d3,True,True,0f1b34f888824be1e75870216356ad83f706f4f1a23d12a2e71e02e0c937b885,,
train-000312,eligible,,geometry,493,257_512,positive,d1,False,True,bd0235b0846d7947d474d5a76b0feb4cdd23062a11e3d9a6c64286811d105d66,,
